num,arabic_name,english_name,latin_binomial,header_full,is_hot,is_cold,is_wet,is_dry,degree,temperament_text,nature_text,sections_present
42,Mumiiii,,Mineral pitch,Mumiiii Mineral pitch Asphaltum,True,False,False,False,second degree,Mineral pitch is hot in the second degree.,Mineral pitch resembles a combination of the ordinary pitch (Pix nigra) and pitch jews (qafr) in potency and temperament. However mineral pitch is more useful than the mixed one.,Food|Chest|Excretion|Properties|Temperament|Joints|Nature|Head|Swellings|Poisons
43,Maibukhtai A,kind of wine extracted from the grapes,,Maibukhtai A kind of wine extracted from the grapes,False,False,False,False,,,Maibukhtaj is an extract of decocted grapes.,Chest|Nature
44,Mlsam,,Nettle tree,Mlsam Nettle tree Celtis australis Linn.,True,False,False,True,second degree,Garden nettle is moderate while the wild variety is hot and dry in the second degree.,The grain of nettle tree resembles to that of terebinth. It is triangular in shape and yellowish in colour. It is a fragrant drug and is used as an incense. Misam is a fruit of a tree. It is of several varieties: (a) garden nettle having a trifoliate structure (b) wild nettle,Properties|Temperament|Nature
45,Mawizai,,Mountain raisin,Mawizai Mountain raisin Delphinium staphysagria,True,False,False,True,third degree,"It is hot and dry in the third degree,",Mawizaj is a kind of mountain raisin. It is a black and wrinkled grain similar to black gram.,Food|Cosmetics|Excretion|Properties|Ulcers|Temperament|Nature|Head
46,Mai'ah Storax,,Styrax ojJicina,Mai'ah Storax Styrax ojJicina/is Linn.,False,False,False,False,,,"According to some physicians the variety in which the drug exudes by itself like gum, is considered fresh. Its other variety is obtained by the process of decoction. The first one is yellow in co[our. On becoming old, it turns golden yellow in colour. It is",Food|Excretion|Properties|Nature|Head
2,Niirmushk,,Iron wood tree,Niirmushk Iron wood tree Mesua ferrea Linn.,True,False,False,True,third degree,It is hot and dry in the third degree.,"This drug consists of flowers, bark and stems of the plant Mesua ferrea Linn. which resembles mace. It is yellowish red in colour, quite fragrant, mildly acrid and similar to nard in potency. It is also called niighisht.",Properties|Food|Temperament|Nature
3,Niinkhiih Ajowan,,Carum copticum,Niinkhiih Ajowan Carum copticum,True,False,False,True,third degree,It is hot and dry in the third degree.,Ajowan contains some bitterness and acridity.,Food|Chest|Cosmetics|Fevers|Excretion|Properties|Choice|Temperament|Nature|Poisons
4,Nabaq,,Christ thorn,Nabaq Christ thorn Zizyphus spina christa,False,False,True,True,,Nabaq is moist and dry. It is desiccant and rarefying. These qualities are common to all parts of the tree.,Nabaq is a large thorny tree. Its fruit is red in colour and is similar to hazel nut. It is edible and has delicious taste. Mostly it is available in tropical countries and nearby places. It is known by different names in different languages. Some people call it Kuniir.,Food|Cosmetics|Excretion|Properties|Temperament|Nature|Head|Swellings
5,Najm,,Dog tooth grass,Najm Dog tooth grass Cymodon dactylon Linn.,False,False,False,False,,,,Ulcers|Excretion
6,NuT;riis Copper,Cuprum,,NuT;riis Copper Cuprum,True,False,False,True,third degree,It is hot and dry in the third degree.,Copper is of several kinds: (a) reddish-yellow copper called qabrusi (cypriote) is considered superior (b) pure red copper and (c) reddish-black copper. Another kind of copper is called tiillqiin. Burnt copper is acrid and astringent. Washed copper is a,Cosmetics|Eye|Properties|Excretion|Ulcers|Choice|Temperament|Nature|Poisons
7,Nu/;lam Flamingo,,Phoenocopterus roseus,Nu/;lam Flamingo Phoenocopterus roseus,True,False,False,False,,"According to some physicians its meat is hot and fatty. It is delicious and strengthening for the body. When digested, it proves to be beneficial. It is, however, indigestible, thick and unhealthy.",Some physicians have praised its meat very much.,Excretion|Temperament|Nature
8,Nukhalah,,Wheat bran,Nukhalah Wheat bran,True,False,False,True,first degree,Wheat bran is hot and dry in the first degree.,,Chest|Excretion|Properties|Ulcers|Temperament|Swellings|Poisons
9,Nakhl,,,Nakhl,False,False,False,False,,,Nakhl is the well known tree of date. All of its parts are astringent. We have already discussed it.,Nature
10,Narthttas A,herb like colocynth,,Narthttas A herb like colocynth,False,False,False,False,,,Narthttas is a very sharp drug containing green pulp which is highly astringent. Its use with olive oil causes perspiration.,Chest|Excretion|Nature|Head|Poisons
11,Narjis Narcissus,,Narcissus tazetta Linn.,Narjis Narcissus Narcissus tazetta Linn.,False,False,False,False,,,Narcissus is a well known drug.,Food|Chest|Cosmetics|Excretion|Properties|Ulcers|Joints|Nature|Head|Swellings
12,,,Narsiiin darii,Narsiiin darii Knot weed Polygonum aviculare. Linn.,False,False,False,False,,,I think the Arabs pronounce this word wrongly; the correct pronunciation is barshiiin darii beginning with the alphabet bii and not with niin. It is the same drug which is called knot weed.,Nature
13,Nasrtn,,Dog rose,Nasrtn Dog rose Rosa canina,True,False,False,True,third degree,It is hot and dry in the third degree.,Dog rose is similar to jasmine in potency but is comparatively weaker in action. It also resembles narcissus. Its oil is close to the oil of jasmine in potency but somewhat weaker than the latter.,Food|Chest|Properties|Temperament|Joints|Nature|Head
14,Nashd Starch,----,,Nashd Starch ----,False,True,False,True,first degree,Starch is cold and dry in the first degree.,,Chest|Cosmetics|Substitute|Excretion|Properties|Ulcers|Temperament
15,Nushdrak Filings,-----,,Nushdrak Filings -----,False,False,False,False,,The temperament of filings depends on the tree to which they belong.,,Wounds|Temperament|Properties
16,Natrim,,Sodium nitrate,Natrim Sodium nitrate Natron,True,False,False,True,second degree,Mint is hot and dry in the second degree with some superfluous moistness.,"Sodium nitrate is the same drug as Armenian borax which has already been discussed under the letter 'Bd', Mint Mentha arvensis Linn.",Food|Chest|Excretion|Properties|Temperament|Nature|Head|Swellings|Poisons
18,Nif! A,kind of bitumen Naphtha,,Nif! A kind of bitumen Naphtha,True,False,False,True,fourth degree,It is hot and dry upto fourth degree.,The white variety of bitumen is a well known substance. Properties of the black variety are similar to that of Babilonian liquid pitch.,Chest|Eye|Properties|Excretion|Temperament|Joints|Nature|Head|Poisons
19,,,Nammiim al-malik,Nammiim al-malik Sweet basil Ocimum basilicam Linn.,True,False,False,True,third degree,It is hot and dry in the third degree. It counteracts putrefactions and is very pungent in taste. Cosmetics: It kills the lice.,Sweet basil is synonymous for common thyme.,Food|Cosmetics|Temperament|Nature|Head|Swellings|Poisons
20,Namir Leopard,,Panthera pardus,Namir Leopard Panthera pardus,False,False,False,False,,,Leopard is a well known animal.,Joints|Nature|Poisons
21,Naurah,,Quick lime,Naurah Quick lime Calx,True,False,False,True,,"The lime, which is not treated by water, is hot and caustic but the treated one is hot and dry. If it is slaked and left for two or three days, the intensity of its caustic effect is reduced. Now it acts only as a warming drug. Lime treated with water is moderately dry",By quick lime we mean the material which is acquired by burning some earthen body or stone.,Chest|Eye|Properties|Ulcers|Choice|Temperament|Nature
23,,,Nawa al-tamr,Nawa al-tamr Kernel of ripened dates Endocarp,False,False,False,False,,,,Ulcers|Eye|Properties
25,Nil,,True indigo,Nil True indigo Indigo fera tinctorius Linn.,True,False,False,True,second degree,It is hot in the first and dry in the second degree.,True indigo is of two kinds: (a) garden indigo and (b) wild indigo with similar actions.,Food|Chest|Cosmetics|Properties|Ulcers|Temperament|Nature|Swellings
26,NiMfar,,Water lily,NiMfar Water lily Nymphaea lotus Linn.,False,True,True,False,second degree,The flowers are cold and moist in the second degree. Its syrup possesses strong thirst-quenching potency. The temperament of Indian variety of blue water lily is similar to that of belladonna.,"According to Galen it is sometimes referred to as sea-kale and its seeds as cubeb. This is, however. a controversial statement. Actually the root of Indian blue water lily is belladonna.",Food|Chest|Cosmetics|Fevers|Excretion|Properties|Eye|Ulcers|Choice|Temperament|Joints|Nature|Head|Swellings|Poisons
2,Wada',,Sea shell,Wada' Sea shell Cyprea moneta,False,False,False,False,,,Wada' and sadaf (pearl shell) are of the same origin.,Properties|Nature|Cosmetics
3,Ward,,,Ward,False,True,False,False,first degree,"Galen opined that the rose is not very cold in relation to the human body. It may be cold in the first degree. I consider the rose, particularly in its dried state, to be cold in the first phase of the second degree.","Rose has a composite potency of aqueous and earthy substances. It contains some pungent, astringent, bitter and a mildly sweet taste. Its moisture content reduces its heat and this makes it sweet and bitter. Its rarefying potency removes its astringency.",Food|Eye|Properties|Excretion|Ulcers|Temperament|Nature|Head|Swellings
4,Wars,,Ceylon cornel tree,Wars Ceylon cornel tree Memecylon tinctorium,True,False,False,True,second degree,It is hot and dry in the second degree.,Wars is a dark red substance resembling the powder of saffron. It is procured from Yemen. It is said to be a kind of saw dust obtained from ceylon cornel tree.,Food|Cosmetics|Eye|Properties|Ulcers|Temperament|Nature
6,Waral,,,Waral,True,False,False,False,,The meat of monitor lizard is considered very hot in temperament. Cosmetics: Its excreta is useful in freckles and red spots of the body. Oral intake of its fat and meat fattens the women who are accustomed to eat it.,"Monitor lizard is bigger in size than Gecko and Newt lizards. It has a long tail and small head. It differs from mastigure which is seldom found in places other than forests. Its head, tail and body do not resemble those of the monitor lizard but are nearer to it",Cosmetics|Eye|Properties|Temperament|Nature|Swellings
7,Wasakh Dirt,Greme,,Wasakh Dirt Greme,False,False,False,False,second degree,"The dirt of furnace is warming in the last phase of the second degree. Green coloured dirt is considered better. The dirt, found on the walls of bath houses, is moderately warming and it is similar to that obtained from wrestlers' bodies. In this way there are two kinds of dirt. One is obtained from the human (wrestlers') bodies which is normally mixed up with oil and dust. The second variety",,Cosmetics|Properties|Ulcers|Temperament|Joints|Swellings
8,Wasmah,,Indigo leaf,Wasmah Indigo leaf,True,False,False,True,first degree,It is hot in the last phase of the first degree and dry in the second degree.,Wasmah is the leaf of indigo plant.,Cosmetics|Substitute|Properties|Choice|Temperament|Nature
2,Harqaliis,,Cow parsnip,Harqaliis Cow parsnip Avena sterilis Linn,False,True,True,False,,It is cold and moist in temperament alongwith some desiccation and a little warmth.,It is a kind of wild vegetable. According to l:;Iunain it iSJKhasal-/Jimiir i e. dyer's bugloss (Onosma echioides Linn) which has aleady been described under the letter Klui'.,Properties|Temperament|Nature
3,Hamawab,,Fruit of agallochum tree,Hamawab Fruit of agallochum tree,False,False,False,False,,It is moderate.,Harnawah resembles the pepper except that it is somewhat yellow in colour. It is like aloe wood in fragrance. It is brought from slavonia.,Food|Temperament|Nature
4,,,Hazar jashiin,Hazar jashiin,False,False,False,False,,,Its fruit resembles a bunch of grapes. It is used by the tanners. What is used by druggists consists of dried peach like pieces of wood. When chewed it gives an insipid taste initially which latter turns to be somewhat bitter. We have discussed this drug in,Ulcers|Joints|Nature
6,Hali/aj,,Chebulic myrobalan,Hali/aj Chebulic myrobalan Terminalia chebula Retz.,False,True,False,True,second degree,Yellow coloured drug is said to be hotter in temperament as compared to the black variety. Indian variety is less cold than the kabull variety. All types of chebulic myrobalans are cold in the first and dry in the second degree.,"Chebulic myrobalan is of various kinds (a) Unripe yellow coloured variety, (b) Indian black variety which is fully ripe and more compact, (c) Kabuli variety which is relatively bigger in size and (d) Chinese variety which is thin and light.",Food|Cosmetics|Fevers|Eye|Properties|Excretion|Choice|Temperament|Nature|Head|Swellings
